train_loss,train_error,test_loss,test_error
1.5455828723144531,0.56186,1.3296304557800294,0.4557
1.1610606562805177,0.41437999999999997,1.1548245315551757,0.39659999999999995
1.009541762084961,0.3546,0.9399121528625488,0.3258
0.9018364254760742,0.31758,0.8960921371459961,0.30910000000000004
0.8344599755096436,0.29206,0.8787312717437744,0.2912
0.7725738768005371,0.27032,0.8638812217712403,0.28580000000000005
0.7276502723693847,0.25373999999999997,0.8891388172149658,0.2953
0.698858165435791,0.24228000000000005,0.7657264091491699,0.25970000000000004
0.6669191924285889,0.23041999999999996,0.7045575183868408,0.23950000000000005
0.641475086593628,0.22108000000000005,0.7365157756805419,0.2268
0.6120790395355225,0.20943999999999996,0.7011151847839355,0.23050000000000004
0.5989865702819824,0.20509999999999995,0.6488122447967529,0.21250000000000002
0.5742027677536011,0.1976,0.6163289653778076,0.21109999999999995
0.5611593670654297,0.19101999999999997,0.6003481113433838,0.2056
0.5525288180160522,0.18789999999999996,0.6215500032424927,0.21319999999999995
0.5203226290512085,0.18201999999999996,0.5778919845581054,0.19610000000000005
0.51288017162323,0.17512000000000005,0.6483666786193848,0.21850000000000003
0.5016476697540283,0.17213999999999996,0.5871579738616943,0.19620000000000004
0.49465704940795896,0.16879999999999995,0.5565884830474853,0.18679999999999997
0.4734717063140869,0.16305999999999998,0.5658516729354859,0.18679999999999997
0.47922921096801757,0.15934000000000004,0.5939818893432617,0.19069999999999998
0.45738132709503176,0.1553,0.531798701095581,0.17759999999999998
0.4705375559234619,0.15547999999999995,0.5537366548538208,0.17610000000000003
0.44099255386352537,0.1512,0.5630370599746705,0.18430000000000002
0.4284160081100464,0.14946000000000004,0.6766502071380616,0.19710000000000005
0.4302356224441528,0.1471,0.5557721252441407,0.18010000000000004
0.42082440475463867,0.14283999999999997,0.5445720090866089,0.17679999999999996
0.41400015434265136,0.14148000000000005,0.5323326236724853,0.1733
0.39245707681655884,0.13568000000000002,0.5157237688064575,0.16200000000000003
0.40093203771591185,0.13360000000000005,0.5621119092941285,0.1704
0.38015811946868894,0.13178,0.5503683713912964,0.17800000000000005
0.3774597115135193,0.13016000000000005,0.6357868957519531,0.1733
0.3667323045921326,0.12612,0.5589994909286499,0.17600000000000005
0.35999870210647583,0.12478,0.5326853151321411,0.1684
0.35245887557983396,0.11882000000000004,0.55485413646698,0.1652
0.3562707418823242,0.12122,0.5349902576446534,0.16920000000000002
0.3413078874206543,0.11872000000000005,0.7320309677124024,0.19499999999999995
0.3378506764984131,0.11709999999999998,0.5541883661270142,0.16449999999999998
0.3385656367301941,0.11551999999999996,0.520643253326416,0.15869999999999995
0.3261267002105713,0.11446,0.5323483579635621,0.16600000000000004
0.32043713960647585,0.11236000000000002,0.5120610177993774,0.15769999999999995
0.31606998413085935,0.10987999999999998,0.5126545087814331,0.1592
0.3085638479423523,0.10726000000000002,1.0111628211975097,0.17400000000000004
0.31073944732666015,0.10606000000000004,0.8779354694366455,0.18930000000000002
0.33026198581695554,0.10684000000000005,0.5599049324035644,0.1674
0.29252571544647216,0.10211999999999999,0.556222912979126,0.1653
0.2949654464149475,0.10196000000000005,0.6470729095458985,0.17889999999999995
0.2838443731498718,0.09804000000000002,0.5537180540084838,0.16010000000000002
0.2837383227157593,0.09706000000000004,0.5404353899002076,0.15710000000000002
0.2759809260559082,0.09594000000000003,0.5515639402389526,0.1523
0.27877846744537355,0.09477999999999998,0.5333157396316528,0.15259999999999996
0.26997123765945436,0.09460000000000002,0.5305797227859497,0.15559999999999996
