train_loss,train_error,test_loss,test_error
1.9460838983154296,0.787,1.8747906555175782,0.7422
1.825972248840332,0.73464,1.7603255630493164,0.6894
1.7230789306640626,0.67412,1.6768006866455079,0.639
1.5947808996582031,0.6278,1.5616628189086914,0.6168
1.4647210789489746,0.56264,1.385657810974121,0.5346
1.3625415063476563,0.5143,1.294974057006836,0.4928
1.2737120510864257,0.47709999999999997,1.2351749656677247,0.4636
1.1862107858276367,0.43814,1.1499881813049317,0.4235
1.0895593464660644,0.39586,1.0285012687683106,0.3761
1.0141637652587892,0.36526000000000003,0.9596031967163086,0.34640000000000004
0.9463775091552734,0.33808000000000005,0.904347673034668,0.3218
0.8792083652496337,0.3124,0.8654900646209717,0.30500000000000005
0.8205802202606202,0.28832,0.7962908149719238,0.28
0.7693958194732666,0.27242,0.7303675117492676,0.255
0.7179277668762207,0.25249999999999995,0.7035615310668946,0.24580000000000002
0.6678788359069824,0.23334,0.6475521682739258,0.2239
0.6297688665771485,0.21850000000000003,0.643179485321045,0.21940000000000004
0.600698152923584,0.20965999999999996,0.6272731307983398,0.21489999999999998
0.56439230884552,0.19401999999999997,0.5802052505493164,0.19840000000000002
0.5223559558868408,0.18079999999999996,0.5546904293060303,0.18920000000000003
0.4902287602996826,0.16862,0.5307219964981079,0.17889999999999995
0.4619003717803955,0.15847999999999995,0.514347868347168,0.17359999999999998
0.4363699547958374,0.14898,0.4969518642425537,0.16390000000000005
0.41390533462524415,0.14293999999999996,0.48133422718048097,0.16000000000000003
0.3996841415786743,0.13641999999999999,0.4767654861450195,0.15769999999999995
0.3750696110343933,0.12644,0.45322511615753175,0.15080000000000005
0.3523962286758423,0.11912,0.4621264108657837,0.14529999999999998
0.3310374479675293,0.11338000000000004,0.4597946794509888,0.14239999999999997
0.30707266899108887,0.10407999999999995,0.4434687364578247,0.14229999999999998
0.2942140802383423,0.10055999999999998,0.43008169593811035,0.13729999999999998
0.2852752734947205,0.09787999999999997,0.44564531259536744,0.14029999999999998
0.272651735496521,0.09299999999999997,0.4252079662322998,0.13480000000000003
0.2550417232322693,0.08777999999999997,0.43801385593414305,0.134
0.2354287476348877,0.08004,0.4231185662269592,0.131
0.22879343538284302,0.07738,0.43245780506134035,0.13070000000000004
0.21366019042015075,0.07133999999999996,0.4054922734260559,0.12209999999999999
0.204194626455307,0.07030000000000003,0.4200187994003296,0.12219999999999998
0.19186258241653442,0.06498000000000004,0.4127060022354126,0.124
0.18390988432884217,0.06164000000000003,0.42265448608398437,0.12209999999999999
0.17609271728515624,0.06045999999999996,0.4066631844520569,0.11909999999999998
0.1668462840461731,0.05715999999999999,0.4088067947387695,0.11460000000000004
0.15690923075199129,0.05378000000000005,0.4384750023841858,0.12339999999999995
0.15154535299777985,0.05254000000000003,0.40945232629776,0.11699999999999999
0.14313498532772065,0.04956000000000005,0.4132671438217163,0.11499999999999999
0.1328165898513794,0.04574,0.4138934097290039,0.11550000000000005
0.12913925181865693,0.04349999999999998,0.4166469429016113,0.11419999999999997
0.12370902499675751,0.04259999999999997,0.4153892684936523,0.11499999999999999
0.1200978617978096,0.041139999999999954,0.42474560680389406,0.11519999999999997
0.11100125673294067,0.037880000000000025,0.4708635347366333,0.11699999999999999
0.11870951097249985,0.040939999999999976,0.46042910747528076,0.11580000000000001
0.1193845882511139,0.04139999999999999,0.433201309299469,0.1119
