train_loss,train_error,test_loss,test_error
2.0180173123168945,0.8049,1.967651902770996,0.7989999999999999
1.916091371459961,0.7652,1.8726956924438476,0.7284999999999999
1.8126759725952148,0.71404,1.7453364837646483,0.7025
1.6753419540405274,0.66282,1.6234168853759765,0.6424000000000001
1.5477664964294433,0.5996600000000001,1.4434531387329101,0.5497000000000001
1.4354983349609376,0.54584,1.3761599990844726,0.5231
1.3423410144042969,0.50676,1.2509115631103516,0.46740000000000004
1.239119635925293,0.45902,1.159996322631836,0.4304
1.1399183985900878,0.41622000000000003,1.0732725326538086,0.3971
1.040019881134033,0.37770000000000004,0.998919905090332,0.3589
0.9549970506286621,0.34643999999999997,0.8964240882873535,0.32530000000000003
0.8892436959838868,0.31974,0.8630973049163818,0.3035
0.8320889026641846,0.29879999999999995,0.8011839859008789,0.28790000000000004
0.7796063120269775,0.27946000000000004,0.7601431930541992,0.2633
0.7363470062255859,0.26061999999999996,0.725206107711792,0.2592
0.6819607813262939,0.24014000000000002,0.6665526973724365,0.23419999999999996
0.6423656684875488,0.22734,0.6561820659637451,0.23219999999999996
0.5985028552246093,0.20911999999999997,0.6133827800750733,0.2106
0.5698887650299073,0.19774000000000003,0.5892272415161133,0.2016
0.5379672671127319,0.18777999999999995,0.567364804649353,0.18999999999999995
0.5033508784484864,0.17374,0.5366615003585815,0.18410000000000004
0.477784241027832,0.16501999999999994,0.5170198928833007,0.1755
0.4570891904449463,0.15718,0.5008608829498291,0.16779999999999995
0.4348917458343506,0.14917999999999998,0.4980003080368042,0.1664
0.4182061873245239,0.14349999999999996,0.49093189811706545,0.16090000000000004
0.3930012605667114,0.13349999999999995,0.46048132553100585,0.15439999999999998
0.3643231177520752,0.12312000000000001,0.4532552171707153,0.14800000000000002
0.3408685505104065,0.11617999999999995,0.43810051708221437,0.14639999999999997
0.3238225530433655,0.10987999999999998,0.4483560688018799,0.14449999999999996
0.3027766177749634,0.10182000000000002,0.4337879807472229,0.1381
0.29295569747924805,0.10033999999999998,0.412503296661377,0.1352
0.28210173919677733,0.0948,0.4231667198181152,0.13329999999999997
0.2622914006996155,0.09208000000000005,0.43688081474304197,0.13290000000000002
0.25050350458145143,0.08592,0.42885309715270997,0.13019999999999998
0.23568730562210083,0.08091999999999999,0.41366210594177244,0.1259
0.2257931421661377,0.07589999999999997,0.40492307262420657,0.12660000000000005
0.21169468595504762,0.07240000000000002,0.41808493213653564,0.12719999999999998
