grad_norm,squared_grad_norm
3.7590662882919337,0.36368635917200753
2.992264610312569,0.3306496376903375
3.2226175706871016,0.22948791762903287
2.2702865539317854,0.14444636076969652
1.7905180875232767,0.0867859401969236
1.7261139288545355,0.08183205236007333
2.1754815289868046,0.1868407880186092
1.427216298469947,0.09996669644696958
1.7573677101976584,0.09934301543127011
2.2011894475250298,0.12860573753931484
1.4826218113279546,0.08187104022432708
1.1739925731007488,0.04909806360205759
1.6848146096137055,0.07342830518471236
1.5240691271540545,0.07629626630257692
1.0613600537341368,0.028234495822912056
1.4632502603084114,0.09150940232662141
1.5566093033997617,0.09825406561986642
1.380180480060672,0.07819392032495132
1.329649239179098,0.07571889995633795
1.3099943285388502,0.08189949645017848
1.2840228134368379,0.07092175285022656
1.9153143744049543,0.14546944996289923
1.5631253721822689,0.06621776392073632
1.5900416467540615,0.08257892335525363
1.095843358422762,0.0438727125531101
0.8306864950714669,0.025434350897783918
2.6474010298210793,0.24076754333808628
1.553286941338205,0.08103102864488619
0.978902340188288,0.03723697371084669
0.7442359974328582,0.017254241346406494
0.4547816098191091,0.005806952623538669
0.46108043044884345,0.007679768108421369
0.6041802139969513,0.011253961753138407
1.8141557282906196,0.12363594347414664
0.9209664960992126,0.02793211091226021
1.1385942103698155,0.0408849272971134
0.24388509042705347,0.0021900028249072587
1.251994410163392,0.05121200758683471
1.6214619235288468,0.10191045428397297
1.0915548390516756,0.04945143346269718
1.0766307185630049,0.031393892560136735
0.7693149852584684,0.018613184543287992
0.654982251727826,0.013796511604917825
0.2769102437348622,0.002952157922389598
1.0733897972024053,0.036608348247491936
0.9679371888904638,0.034686319499359644
0.7621457829406636,0.01712511098573941
0.8820731801924017,0.026725151770695604
0.10871686693373481,0.00029248241633389916
0.09853095754042815,0.00041768015702767035
0.8622272866744108,0.028683535562908768
0.4776473278491256,0.006296065379116555
0.7371131750994718,0.016942191540070456
0.14912294006902707,0.0007904226036861833
0.06510806828822546,0.00012758725681173997
1.2247457284717962,0.062043434587948226
0.03249446821309143,3.837506097846323e-05
1.194217399050526,0.10993472472164705
0.6042072978777541,0.008840608259214103
0.6895227062591873,0.017639700023083797
0.07446454105501457,0.00031109370176320925
0.50173351694594,0.011988715644501454
0.6466496836170085,0.0117963700938205
1.0759484815913196,0.03192502112306131
0.382938121901333,0.004545735076422174
0.7246301081722868,0.02950906877969128
0.6384744688160298,0.0445897698469458
0.12893060835684295,0.0005701245943270603
0.6460216557447747,0.014213384987467426
0.342869661483116,0.003815117293076692
0.1866141407369984,0.0009973787869460983
0.8318144890110449,0.024314276850386302
0.9582770806448612,0.032910652612618316
0.43284507627844526,0.007052077142862683
0.7695224196116963,0.01842353537342888
0.1319637379840571,0.000561368518837533
0.6482969254226751,0.010944787169617064
0.37649622160402163,0.004307974125787834
0.45635235302252564,0.006585796654141247
0.9989558357301802,0.039500388827847094
0.03329908551629196,6.15334312860616e-05
0.3453185436401266,0.0029115584120555688
0.013748684357968517,5.667625400261103e-06
0.03468128161840799,6.810743927845437e-05
0.0065910365148986365,1.6763884996616624e-06
0.014466822757981876,7.131533364458512e-06
0.012713174873989944,4.48573980681459e-06
0.001944680453662825,8.855808050498554e-08
0.038905137896844015,5.1367314324567295e-05
0.003899363487605938,4.118483512805908e-07
0.013491282866059872,6.3413875441120935e-06
0.020245930713126303,1.0352893441608258e-05
0.01618709620541065,9.280169036772207e-06
0.1682670048002912,0.000748480180352167
0.03020831159164857,3.257705945089691e-05
0.007897219121457742,1.3274541775014432e-06
0.0005502843251340704,1.1126432916579772e-08
0.03279051442920581,3.3534774490707164e-05
0.00040914462410882637,5.339866532876441e-09
0.001058304724988895,2.841507255760905e-08
0.0009833469526149526,2.6509884486681696e-08
0.016840373392707338,9.594218642856072e-06
0.013345105334818207,6.555902803837836e-06
0.16324250143650706,0.000983254569349858
0.019459557219010763,1.948159595398768e-05
0.09596805505892779,0.0002095195659948718
1.5181500303688402,0.12506549230019656
0.015293724404499293,9.386966215133557e-06
0.006127424696722869,1.0221942330869463e-06
0.0026251186525411883,1.8833611689308835e-07
0.04845202530927235,7.27462995461608e-05
