train_loss,train_error,test_loss,test_error,gradient_norm,squared_gradient_norm
1.6008468363952637,0.61114,1.4206267578125,0.5112,353.90699072620004,2648.0683246209915
1.0744649731445313,0.3853,1.0542393875122071,0.35450000000000004,166.81503122368787,829.4721574222272
0.8461518905639649,0.29557999999999995,0.8396078399658203,0.29569999999999996,232.67972931656928,1233.2558595448056
0.7095215356445312,0.24260000000000004,0.7115574996948242,0.2378,197.01569179681874,1052.9572785210376
0.6236330397033691,0.20864000000000005,0.7763886291503906,0.24039999999999995,159.04940686852336,604.6980477498207
0.5650691892242432,0.18955999999999995,0.5726631362915039,0.1905,127.10629383996526,540.1696332958782
0.5024428561782837,0.16752,0.513368751335144,0.16749999999999998,183.5135760710431,1640.2443526476573
0.4636289901351929,0.15427999999999997,0.5406270938873291,0.1804,210.9719654668226,1559.8045948914423
0.42651285665512084,0.14298,0.5612754615783692,0.17920000000000003,274.17911790843397,5261.264820049338
0.3989862172317505,0.13461999999999996,0.5413350179672242,0.17320000000000002,173.05133874273125,839.661159317581
0.365728602809906,0.12207999999999997,0.4715052694320679,0.15259999999999996,118.63033663022219,520.8539486476933
0.3371167589569092,0.11329999999999996,0.43799438190460205,0.13939999999999997,164.83767349679798,1287.826436249137
0.3210013203430176,0.10795999999999994,0.42600301876068114,0.13470000000000004,156.5261399391424,628.1899450256228
0.3028004221916199,0.10014,0.3921457365036011,0.12639999999999996,162.9283448853991,1026.4256866614126
0.2807987752723694,0.0927,0.3846986831665039,0.12370000000000003,175.58023793109717,1765.9213767649135
0.26739840766906736,0.08942000000000005,0.40005257930755617,0.12919999999999998,177.52163563704704,1685.353875199013
0.251305839881897,0.08277999999999996,0.36211809520721433,0.11909999999999998,144.9177467471112,968.011104566324
0.23929599718093872,0.08016000000000001,0.35909428758621215,0.1109,133.34209063798738,828.8646846768105
0.22607850493431092,0.07352000000000003,0.3509783776283264,0.11080000000000001,102.06219143500091,641.967012597912
0.21355116589546203,0.07065999999999995,0.3875652180671692,0.12139999999999995,194.87856478513058,2142.925768308323
0.20341585263252257,0.06772,0.35621779232025147,0.1089,144.71021784455837,1149.4514775173786
0.18780925627708436,0.06245999999999996,0.3579827187538147,0.10919999999999996,126.68599684441367,785.0059562484106
0.18334463980674745,0.062019999999999964,0.36326409406661986,0.10929999999999995,111.21260472168737,515.4492554804857
0.1724374231672287,0.057780000000000054,0.3613773506164551,0.10550000000000004,240.545849781954,3441.661809277208
0.16055908202171326,0.053059999999999996,0.3608577042579651,0.10729999999999995,124.51106543622068,706.4973287871097
0.15569389845848083,0.05174000000000001,0.3491109526634216,0.10460000000000003,186.11309138858064,1496.8527065358207
0.14857085719108581,0.05003999999999997,0.33602114419937135,0.09940000000000004,173.58652592192297,1537.894744936829
0.14050071989536286,0.04627999999999999,0.3318221836090088,0.09430000000000005,89.98466288001111,393.1474807120744
0.13192324937820435,0.04369999999999996,0.4465948574066162,0.11829999999999996,127.97928626744286,1266.409350942452
0.12709065116405488,0.042220000000000035,0.3553159200668335,0.10240000000000005,108.82468174291289,498.11660853350025
0.11926784930229187,0.039939999999999976,0.38885360355377196,0.10729999999999995,100.10057336320475,495.22080936837864
0.11584997374534607,0.03861999999999999,0.3649996192932129,0.0988,92.19088983227401,343.17600721651763
0.11316825718641281,0.03764000000000001,0.3456847233772278,0.0958,164.2480230975838,1924.4875705964919
0.10634618720769883,0.03524000000000005,0.45989347648620604,0.11850000000000005,159.89034822813912,1834.0470000419614
0.10603285799622536,0.03512000000000004,0.37475409812927246,0.10309999999999997,90.82403256700451,369.2852741029575
0.09873318739175796,0.033519999999999994,0.37035390672683716,0.0998,112.4482825520143,797.6979110560355
0.09715885541200638,0.032399999999999984,0.41045804023742677,0.11170000000000002,104.6538605247872,541.646287826812
0.09754893443107605,0.03254000000000001,0.37985997734069826,0.10070000000000001,136.338745017394,878.364392577368
0.09012298982858657,0.03083999999999998,0.3474926339149475,0.09740000000000004,94.13656374625548,358.9423331333279
