train_loss,train_error,test_loss,test_error,gradient_norm,squared_gradient_norm
1.5554836097717286,0.5681,1.3159202163696289,0.46140000000000003,434.14052450941244,3303.3042377647253
1.1946103659057616,0.42778000000000005,1.2768857231140136,0.4403,288.6296705590316,2059.389059479746
1.01355370513916,0.36014,1.0429508445739746,0.36429999999999996,278.3295880158033,1377.2149830814353
0.9094207949066162,0.32001999999999997,0.8358804328918457,0.28769999999999996,250.3234161257918,1094.3514864474332
0.828946849822998,0.29076,0.7850589065551757,0.26980000000000004,318.3194533963036,2281.4986436068243
0.77708948097229,0.27242,0.7822928447723388,0.26439999999999997,273.01763060672636,1926.6852566833115
0.7264600229644775,0.25217999999999996,0.7524995029449463,0.25780000000000003,182.20985279131492,816.7998179740886
0.6904006052398681,0.24146,0.6518894401550293,0.2267,197.65596773991336,709.964739388645
0.6551334870910644,0.22987999999999997,0.6479915210723877,0.22230000000000005,323.7870791239484,5204.296575488102
0.6275562656402588,0.21682,0.6318672489166259,0.2178,177.68419928207823,544.8368673949112
0.605612268447876,0.2107,0.619290867614746,0.21189999999999998,191.2765395615223,718.4627054374183
0.5784637861251831,0.20299999999999996,0.6313796642303466,0.21489999999999998,185.82792893354775,767.0317062861881
0.5564126650238037,0.1946,0.5945719417572022,0.20140000000000002,194.76506592691635,730.1304815346926
0.5391747464370727,0.18769999999999998,0.5630561946868896,0.19469999999999998,151.88338260102952,451.59121261595624
0.5180689047241211,0.18135999999999997,0.6068574337005616,0.20540000000000003,254.4219194129933,1596.7351373965387
0.5013488198852539,0.17557999999999996,0.5802093338012695,0.19440000000000002,230.09454911615668,1498.7907814456357
0.4979591623687744,0.17112000000000005,0.5581018508911133,0.19069999999999998,188.687538883157,662.355448013118
0.4730424911499023,0.16469999999999996,0.6024976654052734,0.20279999999999998,273.5973424173504,1895.9763142896193
0.4626693321990967,0.16308,0.5465672872543335,0.18569999999999998,170.2301835992112,867.0580918174337
0.44703018657684324,0.15668000000000004,0.5574361268997192,0.18899999999999995,436.81310114422064,5130.470579141782
0.4366122451400757,0.1522,0.5456857381820679,0.18079999999999996,188.81327914849385,802.6405320619493
0.426294688911438,0.15012000000000003,0.5846400228500366,0.1977,169.8709707958554,864.9422502724354
0.4193880588531494,0.14678000000000002,0.5287238479614258,0.17410000000000003,151.67762207295883,365.14540128630796
0.40868946208953855,0.14161999999999997,0.5096845573425293,0.17100000000000004,179.72450821559428,863.2243518765545
0.40096358016967776,0.13966,0.5408805402755738,0.18200000000000005,231.56070035628431,1373.5569945999127
0.3878131134796143,0.13514000000000004,0.5357808324813843,0.17700000000000005,150.05034236295808,588.3867239188279
0.37470997676849366,0.13051999999999997,0.5363808139801025,0.17490000000000006,169.54622272386126,540.6419674944153
