train_loss,train_error,test_loss,test_error
1.6093597094726562,0.62042,1.3101693466186524,0.48019999999999996
1.0620534858703614,0.38356,1.0252930839538574,0.36329999999999996
0.8484803987884522,0.29766000000000004,0.7618487239837647,0.25449999999999995
0.7089981233215332,0.24326000000000003,0.7205387115478515,0.23960000000000004
0.6276265682601929,0.21109999999999995,0.6612051601409912,0.21489999999999998
0.552946445274353,0.18506,0.6125097686767578,0.20179999999999998
0.49961251693725584,0.16710000000000003,0.5662935201644897,0.18130000000000002
0.4622661254882813,0.15378000000000003,0.46697930603027343,0.15990000000000004
0.42377945316314697,0.14146000000000003,0.5088186887741089,0.16059999999999997
0.38373064945220947,0.12683999999999995,0.48602414569854735,0.15739999999999998
0.3562875818634033,0.11824000000000001,0.4254500680923462,0.13770000000000004
0.3335702907752991,0.11062000000000005,0.37812337770462034,0.12519999999999998
0.31104666051864627,0.10287999999999997,0.36926778202056887,0.12160000000000004
0.29078973316192624,0.09708000000000006,0.41265332221984863,0.13119999999999998
0.27098398962020875,0.09018000000000004,0.3972870056152344,0.12429999999999997
0.2514429704093933,0.08492,0.4346691156387329,0.13070000000000004
0.23861503728866576,0.07948,0.3559328712463379,0.11060000000000003
0.22240192834854125,0.07491999999999999,0.3658923394203186,0.11629999999999996
0.20566165446281434,0.07023999999999997,0.3525510054111481,0.10699999999999998
0.1956886318397522,0.06657999999999997,0.36564179782867434,0.11599999999999999
0.18117977723121642,0.06159999999999999,0.32458580951690674,0.1048
0.17296178322792052,0.05811999999999995,0.3374400643348694,0.10350000000000004
0.16320392220973967,0.05469999999999997,0.3287482448101044,0.10050000000000003
0.14912181654930115,0.05078000000000005,0.35136150674819944,0.1048
0.141145274477005,0.047699999999999965,0.3677582359313965,0.10640000000000005
0.13681963521957397,0.04642000000000002,0.34165079040527346,0.09799999999999998
0.1277812681913376,0.04278000000000004,0.35902918367385867,0.10619999999999996
0.12142396044731141,0.04169999999999996,0.32748293056488037,0.09519999999999995
0.11203204780101776,0.03876000000000002,0.3800316882133484,0.10470000000000002
0.11268082366943359,0.03854000000000002,0.3257990427970886,0.09589999999999999
0.10254075113773346,0.03500000000000003,0.34937800540924074,0.09870000000000001
0.09755666719555854,0.03359999999999996,0.34330447888374327,0.09770000000000001
0.09521664474487304,0.03303999999999996,0.3471973392486572,0.09330000000000005
0.09045381447315216,0.031159999999999966,0.40394720849990845,0.10229999999999995
0.08583031644582749,0.028279999999999972,0.35404484014511106,0.09450000000000003
0.08327985504984856,0.028240000000000043,0.36052660179138185,0.09840000000000004
0.08015020344793797,0.027159999999999962,0.3809324652671814,0.10360000000000003
0.07478405359387398,0.025440000000000018,0.3828250164031982,0.09399999999999997
0.07413841099977493,0.025540000000000007,0.3473775917053223,0.09360000000000002
0.06777605537354946,0.02310000000000001,0.3370847330093384,0.09250000000000003
0.07035007742881774,0.02425999999999995,0.38227396268844605,0.10099999999999998
0.06757968305110931,0.02412000000000003,0.36336211996078494,0.09309999999999996
0.060737008140087125,0.020480000000000054,0.3656546329021454,0.0917
0.06094817805826664,0.02085999999999999,0.3743836453437805,0.08999999999999997
0.058070242301225664,0.019460000000000033,0.42953454446792605,0.0998
0.055552810469567775,0.019140000000000046,0.4060921289920807,0.09230000000000005
0.05504864014685154,0.019199999999999995,0.3636916377067566,0.09119999999999995
0.05413946710020304,0.017900000000000027,0.3684266898870468,0.0887
0.05058791297525168,0.017000000000000015,0.36971455669403075,0.09450000000000003
0.04834352868855,0.01654,0.38227127604484556,0.08789999999999998
0.051176839078068734,0.01746000000000003,0.36898822565078737,0.08989999999999998
0.049563571835756305,0.01658000000000004,0.3821567669868469,0.08979999999999999
0.044441161593794826,0.014680000000000026,0.38588728094100955,0.09319999999999995
0.04798235121488571,0.016260000000000052,0.3793232761383057,0.08940000000000003
0.046894057613313195,0.015639999999999987,0.37724150905609133,0.08999999999999997
0.04275170254796743,0.014599999999999946,0.3825089879989624,0.08909999999999996
0.04306764063835144,0.01436000000000004,0.4026225312232971,0.0927
0.042694473518133165,0.014839999999999964,0.37653941068649294,0.08779999999999999
0.04173714529693127,0.013660000000000005,0.3842892276763916,0.08650000000000002
0.03850056857019663,0.01305999999999996,0.45474674911499025,0.09440000000000004
0.04002288251340389,0.013560000000000016,0.3932940440177917,0.09189999999999998
0.03586833680957556,0.011759999999999993,0.3929674042701721,0.08889999999999998
0.03989978293955326,0.013340000000000019,0.3753639678955078,0.08799999999999997
0.041381376803219315,0.014040000000000052,0.38931884937286376,0.09040000000000004
0.03611137493312359,0.01212000000000002,0.390053159236908,0.08689999999999998
0.037191989158988,0.012939999999999952,0.38775248622894287,0.08940000000000003
0.0343005218231678,0.011519999999999975,0.4159321841239929,0.08709999999999996
0.0357269751226902,0.01195999999999997,0.42222342939376833,0.0907
0.0347624290202558,0.01207999999999998,0.3907723487854004,0.0806
0.03305138803675771,0.01092000000000004,0.3822881826400757,0.08440000000000003
0.03175573999285698,0.010639999999999983,0.38653288531303404,0.08640000000000003
0.03188360386237502,0.010780000000000012,0.3832255069732666,0.08850000000000002
0.03009810432329774,0.010619999999999963,0.481168678188324,0.0927
0.03141635954529047,0.01092000000000004,0.41560950422286985,0.09050000000000002
0.031734432889595626,0.010399999999999965,0.46409881038665773,0.09460000000000002
0.031694129283577205,0.010800000000000032,0.39493068218231203,0.08689999999999998
0.029368537773638962,0.00983999999999996,0.3996322021961212,0.08789999999999998
0.027494388147592544,0.009580000000000033,0.42392064561843873,0.0867
0.029796369367539884,0.00983999999999996,0.40097605843544004,0.08879999999999999
0.028352723840922116,0.009440000000000004,0.4068354950904846,0.08660000000000001
0.02681047105498612,0.009099999999999997,0.40533664026260374,0.09060000000000001
0.027848817881345748,0.009260000000000046,0.4140158279418945,0.09109999999999996
0.02936868412181735,0.009499999999999953,0.3938114912033081,0.08440000000000003
0.026952914076074957,0.009279999999999955,0.4085323338508606,0.08640000000000003
0.02807030389472842,0.009059999999999957,0.4060391185760498,0.08720000000000006
0.026054444289803504,0.008580000000000032,0.41584221439361574,0.08620000000000005
0.026410215295031667,0.009220000000000006,0.4104565833568573,0.08420000000000005
0.026814147030003368,0.009159999999999946,0.41605812215805055,0.09250000000000003
0.02411853375501931,0.008220000000000005,0.39219234080314636,0.08220000000000005
0.023417245175763966,0.007839999999999958,0.4490058374404907,0.09089999999999998
0.026816463668048383,0.00875999999999999,0.37243876423835753,0.08250000000000002
0.02352289085507393,0.008020000000000027,0.4330562026023865,0.08399999999999996
0.02652536180332303,0.009120000000000017,0.3829086254119873,0.08640000000000003
0.0240751188467443,0.008199999999999985,0.4088949873924255,0.08360000000000001
0.023842091286852957,0.008040000000000047,0.3886823731422424,0.08330000000000004
0.020692924894168973,0.006780000000000008,0.42227878065109253,0.08399999999999996
0.025412258025184275,0.008360000000000034,0.4265009558916092,0.08819999999999995
0.02265463588118553,0.007380000000000053,0.46428516154289245,0.0887
0.024972587296292186,0.008299999999999974,0.3890190000534058,0.08530000000000004
0.02469572729125619,0.00766,0.4247793518066406,0.08620000000000005
